name,tags
The Final Take,"Indie,Adventure,Horror,First-Person,+"
Bleeding Border,"Choose Your Own Adventure,FPS,3D Platformer,Point & Click,Walking Simulator,Female Protagonist,RPG,First-Person,Horror,Linear,Action,Sci-fi,Comedy,Atmospheric,Physics,Cinematic,Survival Horror,Singleplayer,Gore,Indie,+"
16bit Trader,"Simulation,Indie,Strategy,Casual,RPG,Adventure,Trading,Economy,Singleplayer,+"
Mr Blaster,"Action,Indie,Casual,+"
Mars Colonization,"Strategy,Adventure,Casual,Simulation,3D,Colorful,Singleplayer,Mars,Colony Sim,Base Building,Indie,Building,City Builder,Deckbuilding,Family Friendly,+"
Apollo4x,"Strategy,Indie,Casual,Simulation,Grand Strategy,Great Soundtrack,Action,RPG,Adventure,4X,+"
Zomborg,"Action,Indie,Post-apocalyptic,Strategy,Adventure,Zombies,Top-Down Shooter,Shooter,Third Person,Violent,Shoot 'Em Up,Dark,Difficult,Atmospheric,Bullet Hell,Robots,Great Soundtrack,Sci-fi,Survival Horror,Singleplayer,+"
Project: R.E.B.O.O.T,"Indie,Action,Casual,Adventure,Platformer,2D Platformer,2D,Minimalist,Atmospheric,Linear,Singleplayer,+"
Iesabel,"RPG,Action,Indie,Hack and Slash,Action RPG,Co-op,Singleplayer,+"
Playing History 2 - Slave Trade,"Adventure,Indie,Casual,Family Friendly,Point & Click,Education,Historical,Singleplayer,Third Person,Psychological Horror,Illuminati,Memes,+"
ORCS,"Indie,Action,Adventure,Pixel Graphics,Platformer,2D,Action-Adventure,2D Platformer,Difficult,Side Scroller,+"
Flaskoman,"Adventure,Platformer,Puzzle,Steampunk,2D Platformer,Puzzle Platformer,2D,Noir,Dark Humor,Pixel Graphics,Stylized,Logic,Artificial Intelligence,Sci-fi,Science,Underground,Narration,Automation,Linear,Singleplayer,+"
The Deed: Dynasty,"Adventure,Crime,RPGMaker,Indie,Story Rich,Atmospheric,Choices Matter,Detective,RPG,Puzzle,Singleplayer,Choose Your Own Adventure,Visual Novel,Mystery,Family Friendly,Sexual Content,Historical,2D,Simulation,Surreal,+"
Poly Jigsaw: Predators,"Casual,2D,Cute,Singleplayer,Indie,Minimalist,Puzzle,Atmospheric,Abstract,Replay Value,Short,Stylized,Strategy,Old School,Retro,Relaxing,Classic,Side Scroller,Family Friendly,Creature Collector,+"
Will Glow the Wisp,"Bullet Hell,Flight,Difficult,Platformer,Arcade,Relaxing,Surreal,Bullet Time,Abstract,Casual,Soundtrack,Action,Colorful,Side Scroller,Minimalist,Score Attack,Psychedelic,Old School,Retro,Replay Value,+"
The Dweller,"Indie,Casual,Simulation,Strategy,Puzzle,Villain Protagonist,Pixel Graphics,2D,+"
Crazy Buggy Racing,"Racing,Action,Automobile Sim,Sports,Simulation,+"
Sparkle 2 Evo,"Casual,Indie,Simulation,Action,Singleplayer,Relaxing,Colorful,Controller,Atmospheric,+"
"Dynamic Very, Very, Hard game!!","Indie,Casual,Action,Adventure,Platformer,Aliens,Surreal,Arcade,2D,Pixel Graphics,Retro,Difficult,Minimalist,Turn-Based,Satire,Puzzle,Moddable,Tower Defense,Hack and Slash,Racing,+"
Cat on a Diet,"Cats,Casual,Indie,Action,Puzzle,Physics,Funny,+"
Chicken Labyrinth Puzzles,"Casual,Indie,Puzzle,+"
Evie,"Casual,Indie,Adventure,Female Protagonist,Horror,Atmospheric,Mystery,Walking Simulator,Puzzle,Short,Psychological,Singleplayer,Realistic,Story Rich,Exploration,First-Person,Surreal,Gore,Narration,Psychological Horror,+"
Threads of Destiny,"Casual,Adventure,RPG,Indie,Strategy,RPGMaker,+"
Black Home,"RPG,Indie,Casual,Adventure,RPGMaker,Female Protagonist,Turn-Based,Story Rich,Horror,+"
The Lost Battalion: All Out Warfare,"Action,Indie,Casual,World War I,Shooter,+"
The soldier in the mine,"Side Scroller,Puzzle Platformer,Casual,Platformer,Mining,Survival,2D,Underground,Action,Puzzle,Pixel Graphics,Hand-drawn,Family Friendly,Logic,Atmospheric,Singleplayer,Indie,Fast-Paced,+"
A Princess' Tale,"Adventure,Casual,RPG,Indie,RPGMaker,+"
Fated Souls,"RPG,Indie,RPGMaker,Adventure,Fantasy,Casual,JRPG,Story Rich,+"
Ashes of Immortality II - Bad Blood,"RPG,Casual,Indie,Adventure,RPGMaker,+"
The Archetype,"Adventure,Psychological Horror,Story Rich,Atmospheric,+"
Take the Cake,"Action,Adventure,Indie,+"
Onyx,"Adventure,Casual,RPG,Indie,RPGMaker,Female Protagonist,Anime,JRPG,Exploration,Funny,+"
Seeders,"Indie,Adventure,Puzzle,Puzzle Platformer,Difficult,Co-op,Platformer,Singleplayer,Local Co-Op,2D,Sci-fi,Pixel Graphics,Classic,Story Rich,Great Soundtrack,Side Scroller,Exploration,+"
Fated Souls 3,"Adventure,Action,RPG,Indie,Casual,RPGMaker,+"
Shadows and Lies,"RPG,Indie,Strategy,Adventure,Casual,Fantasy,Story Rich,Exploration,RPGMaker,+"
DYE,"Indie,Action,Adventure,Colorful,Platformer,Difficult,2D,Pixel Graphics,Fast-Paced,Great Soundtrack,Controller,Side Scroller,Retro,Singleplayer,+"
The Sacred Stone,"Action,Adventure,RPG,Indie,Hack and Slash,+"
Chaos Town,"Action,Indie,RPG,Shooter,Top-Down Shooter,Gore,Bullet Time,Violent,Twin Stick Shooter,Top-Down,Bullet Hell,Great Soundtrack,Arcade,Difficult,Funny,Singleplayer,Shoot 'Em Up,Adventure,Survival,Roguelike,+"
Metamorfose S,"Action,Indie,Adventure,Metroidvania,2D,+"
Eron,"Indie,Platformer,Pixel Graphics,2D,Difficult,+"
The Deal,"Indie,Adventure,Strategy,RPG,Casual,RPGMaker,+"
Volt,"Indie,Action,Puzzle,Platformer,2D,+"
Defence to death,"Turn-Based Tactics,Strategy,Tower Defense,Singleplayer,Atmospheric,Real-Time with Pause,Zombies,Logic,Survival,Indie,Clicker,RTS,Building,Base Building,Choose Your Own Adventure,Real Time Tactics,3D,Top-Down,Resource Management,Moddable,+"
30 days to survive,"Simulation,Survival,Zombies,Post-apocalyptic,Open World Survival Craft,Procedural Generation,Action,Crafting,Inventory Management,Open World,Adventure,Gore,Violent,Indie,Side Scroller,Singleplayer,Realistic,Early Access,Atmospheric,Tactical,+"
SEARCH ALL - SUSHI,"Casual,Clicker,Hidden Object,Education,Point & Click,2D,Hand-drawn,Indie,Family Friendly,Singleplayer,+"
SEARCH ALL - FOXES,"Exploration,Trading Card Game,Flight,Clicker,Collectathon,Hidden Object,Creature Collector,Puzzle,Education,Point & Click,Casual,Arcade,2D,Anime,Minimalist,Hand-drawn,Family Friendly,Logic,Sci-fi,Werewolves,+"
Undefeated,"RPG,Indie,RPGMaker,Casual,JRPG,Exploration,Adventure,Great Soundtrack,Strategy,Replay Value,Story Rich,Funny,Anime,Singleplayer,Female Protagonist,+"
Pixel Puzzles Junior Jigsaw,"Casual,Simulation,Indie,Strategy,Adventure,Sports,Puzzle,Family Friendly,+"
Carton,"Adventure,Action,Indie,Strategy,RPG,+"
Squares,"Indie,Casual,+"
The New Queen,"RPG,Indie,Casual,Adventure,RPGMaker,Female Protagonist,+"
Plasma Attack,"Casual,Precision Platformer,Simulation,Flight,2D,Space Sim,Bullet Time,Indie,Atmospheric,Singleplayer,PvE,+"
Oh No! Bugs!,"Arcade,Co-op,Tanks,Vehicular Combat,2.5D,Retro,Character Customization,Online Co-Op,Puzzle,Arena Shooter,Combat Racing,Pixel Graphics,Cartoony,Isometric,Top-Down,Destruction,Family Friendly,Indie,Casual,Combat,+"
Timberman VS,"Casual,Action,Indie,Local Multiplayer,+"
Grass Cutter - Mutated Lawns,"Difficult,Gore,Action,Souls-like,Simulation,Arcade,Voxel,Precision Platformer,Controller,Puzzle,Shooter,Indie,Idler,Experimental,Action RPG,Puzzle Platformer,Top-Down,Singleplayer,Free to Play,Top-Down Shooter,+"
Dude Simulator 4,"Adventure,Simulation,Action,Open World,Sandbox,Open World Survival Craft,Life Sim,3D,First-Person,Realistic,Colorful,Atmospheric,Relaxing,Survival,Funny,Horror,Dark Humor,Comedy,Driving,Multiple Endings,+"
Zhmyshenko Valery Albertovich,"Indie,Casual,Adventure,+"
SEARCH ALL - CACTUSES,"Side Scroller,Exploration,Clicker,Hidden Object,Trading Card Game,Creature Collector,Puzzle,Education,Tutorial,Point & Click,Tabletop,Casual,2D,Cute,Minimalist,Hand-drawn,Family Friendly,Logic,Atmospheric,Singleplayer,+"
SEARCH ALL - BIRDS,"Exploration,Casual,Hidden Object,Clicker,Creature Collector,Puzzle,Education,Point & Click,2D,Detective,Minimalist,Indie,Hand-drawn,Family Friendly,Logic,Atmospheric,Singleplayer,+"
The Thieves!,"Adventure,Casual,Simulation,Sports,Cinematic,Colorful,Comic Book,Cute,First-Person,Hand-drawn,Indie,Singleplayer,Stealth,Heist,Family Friendly,+"
Bacon Tales - Between Pigs and Wolves,"RTS,Tower Defense,Casual,Indie,2D,Fantasy,Funny,Adventure,Action,Action-Adventure,Strategy,Trading Card Game,Cartoony,Hand-drawn,Colorful,Management,Singleplayer,Tactical,Werewolves,Deckbuilding,+"
100$,"Indie,Puzzle,+"
BreadHead Adventure,"Action,Indie,+"
Battle Cat vs Treacherous Mice,"Casual,Adventure,Action,Arcade,Side Scroller,2D,Atmospheric,Linear,Singleplayer,Cats,+"
Zolg,"Metroidvania,Top-Down Shooter,Action-Adventure,2D,Minimalist,Adventure,Action,Top-Down,Exploration,Twin Stick Shooter,Shooter,Singleplayer,Arcade,Retro,Nonlinear,Controller,Shoot 'Em Up,Abstract,Indie,Pixel Graphics,+"
Jeeps Offroad Simulator,"Adventure,Casual,Simulation,Racing,Automobile Sim,Colorful,Cute,Hand-drawn,Realistic,Singleplayer,Offroad,Family Friendly,Time Management,Open World,Experimental,Experience,Exploration,Indie,+"
Long Truck Simulator,"Adventure,Simulation,Racing,Sports,Singleplayer,Driving,Transportation,Immersive Sim,Indie,Exploration,+"
Tetropunk,"Casual,Indie,Puzzle,Arcade,2D Platformer,2D,Steampunk,Logic,Physics,Singleplayer,Soundtrack,Classic,Great Soundtrack,+"
Solar System,"Indie,Casual,Space,+"
Machine Learning: Episode I,"Indie,Action,Adventure,VR,+"
SOK MIN,"Casual,Indie,Sokoban,Puzzle,Minimalist,Singleplayer,Abstract,Strategy,Turn-Based Strategy,2D,Logic,Perma Death,Grid-Based Movement,Difficult,+"
Pinball Girlfriend,"Combat Racing,Mature,Shooter,Casual,Hentai,Funny,Action,NSFW,Third-Person Shooter,On-Rails Shooter,Top-Down Shooter,Racing,Arcade,2D,Anime,Relaxing,Quick-Time Events,Cartoon,Cartoony,Procedural Generation,+"
Kamikaze Cube 2,"Indie,Adventure,+"
Panda Run,"Adventure,Casual,Indie,Action-Adventure,Arcade,Platformer,Point & Click,2D Platformer,Collectathon,2D,Cartoon,Cartoony,Colorful,Cute,Family Friendly,Funny,Nature,Relaxing,Score Attack,Singleplayer,+"
PIDO1,"Indie,Casual,Adventure,Puzzle Platformer,+"
Card of spirits,"Strategy,Casual,Card Game,Anime,Board Game,Card Battler,Cute,2D,Cartoon,Hand-drawn,Comedy,Artificial Intelligence,Singleplayer,Creature Collector,Controller,Turn-Based,Turn-Based Strategy,+"
All Alone: VR,"Adventure,Indie,VR,Singleplayer,+"
Oh My Gore!,"Indie,Strategy,Gore,Tower Defense,Fantasy,Villain Protagonist,Dark Humor,Story Rich,Comedy,Pixel Graphics,+"
Spoids,"Strategy,Indie,Action,Tower Defense,Old School,Sci-fi,+"
That's Mahjong!,"Casual,Indie,Touch-Friendly,Puzzle,+"
Ascender,"Adventure,Indie,Platformer,Puzzle,+"
Morphopolis,"Puzzle,Indie,Hidden Object,Point & Click,Casual,Adventure,Colorful,Short,Psychedelic,Singleplayer,Nature,Great Soundtrack,Relaxing,Atmospheric,2D,Family Friendly,Exploration,Beautiful,Difficult,Fantasy,+"
Village RPG,"Singleplayer,Exploration,Crafting,Combat,Top-Down,Atmospheric,Action,RPG,Adventure,Action RPG,+"
The Deer,"Indie,Adventure,Education,Family Friendly,Short,Casual,2D,Singleplayer,Psychological Horror,Nudity,Gore,+"
Beyond Magic,"Adventure,RPG,Indie,Casual,RPGMaker,+"
Yargis - Space Melee,"Indie,Casual,Action,Adventure,Strategy,Simulation,Co-op,Top-Down,Moddable,Great Soundtrack,Space,Shoot 'Em Up,Multiplayer,2D,Arcade,Space Sim,4X,Top-Down Shooter,3D,Family Friendly,+"
Last Heroes,"Adventure,RPG,Indie,Casual,RPGMaker,JRPG,Anime,+"
The Old House,"Adventure,Puzzle,Exploration,Puzzle Platformer,First-Person,Hidden Object,Choices Matter,Indie,Casual,+"
Machine Hunt,"Action,Indie,FPS,Shooter,Early Access,+"
Call of Senpai: Waifu Warfare,"Sexual Content,Character Customization,Action,Anime,Female Protagonist,Nudity,Colorful,Memes,Action-Adventure,Exploration,Cute,Nature,Funny,Singleplayer,Third Person,PvE,JRPG,Adventure,+"
The World of Labyrinths: Labyronia,"Adventure,Indie,RPG,RPGMaker,+"
Aviator - Bush Pilot,"Simulation,Action,Flight,+"
Mustache Politics Shooter,"Action,Indie,Casual,Memes,+"
Put In - Run Out,"Nudity,Adventure,Indie,Casual,Memes,+"
Cute Girls: Find Secrets,"Casual,Puzzle,Point & Click,Hidden Object,Colorful,Singleplayer,+"
Dark Quest,"RPG,Strategy,Indie,Dungeon Crawler,Turn-Based,2D,Board Game,+"
Extreme Car Drift Simulator,"Action,Racing,Simulation,Sports,Indie,Automobile Sim,3D,Realistic,Driving,Funny,Open World,Singleplayer,+"
Tantal,"Casual,Adventure,Puzzle,Arcade,Platformer,Action-Adventure,Character Action Game,2D Platformer,Side Scroller,Puzzle Platformer,2D,Cute,Minimalist,Colorful,1990's,Education,Atmospheric,Family Friendly,Logic,Old School,+"
Teleportals. I swear it's a nice game,"Puzzle Platformer,Puzzle,2D Platformer,Anime,Story Rich,Sexual Content,Indie,Adventure,Female Protagonist,Nudity,Mystery,2D,Drama,Pixel Graphics,Action-Adventure,Controller,Great Soundtrack,Comedy,Platformer,Side Scroller,+"
Starlight,"Hentai,Sexual Content,Casual,Indie,Nudity,Anime,Mature,+"
Escape From Russia: Mobilization,"Action,Adventure,Memes,Arcade,Political Sim,3D,Comedy,Funny,Runner,Action-Adventure,Horror,Dark Fantasy,Colorful,Family Friendly,Realistic,Stylized,Third Person,Singleplayer,Simulation,Story Rich,+"
Epic Car Factory,"Simulation,Economy,Strategy,Management,Pixel Graphics,Resource Management,+"
Clarity of The Soul,"Action,Action-Adventure,Exploration,FPS,3D,First-Person,Psychedelic,Atmospheric,Logic,Dark,Gore,Psychological Horror,Old School,Indie,Horror,Linear,Singleplayer,+"
Realms of Arkania 2 - Star Trail Classic,"RPG,Classic,Turn-Based,Fantasy,Dungeon Crawler,First-Person,Party-Based RPG,Singleplayer,Adventure,+"
Civil War: Battle of Petersburg,"Strategy,Wargame,America,War,Hex Grid,Historical,Local Co-Op,Turn-Based,Turn-Based Combat,Turn-Based Strategy,Tactical,Board Game,Grand Strategy,Turn-Based Tactics,Minimalist,2D,Hand-drawn,Naval,PvP,Multiplayer,+"
Statues,"Indie,Horror,Action,Adventure,First-Person,+"
Synth Drift,"Racing,Arcade,2D,Driving,Controller,Score Attack,Singleplayer,+"
Megatronic Void,"Action,Indie,Platformer,Adventure,Retro,Difficult,Shooter,Controller,Sci-fi,Casual,Aliens,+"
GoBlock's Impossible Medley,"Indie,Casual,+"
1001 Jigsaw. Home Sweet Home 2,"Casual,Puzzle,2D,Realistic,Family Friendly,Singleplayer,+"
Trivia Night,"Indie,Casual,Early Access,Local Multiplayer,4 Player Local,Family Friendly,Choices Matter,2D,Trivia,+"
My Big Sister,"Indie,Adventure,Pixel Graphics,Story Rich,Horror,Psychological Horror,2D,Atmospheric,Singleplayer,Gore,Dark,Surreal,Violent,Casual,Difficult,Replay Value,Interactive Fiction,Walking Simulator,Exploration,Top-Down,+"
Particula,"Strategy,Indie,Tower Defense,Casual,Co-op,Singleplayer,Relaxing,+"
2D Neon Cube,"Side Scroller,2D Platformer,Puzzle Platformer,Difficult,Casual,Platformer,2D,Space Sim,Survival,Relaxing,Action,Puzzle,Pixel Graphics,Stylized,Atmospheric,Retro,Singleplayer,Indie,NSFW,+"
Mahjong World Contest (麻将),"Casual,Indie,Strategy,Mahjong,Sports,Puzzle,Board Game,Card Game,Tabletop,Singleplayer,Point & Click,Hidden Object,Colorful,Abstract,Atmospheric,PvE,Hentai,Turn-Based,Solitaire,Family Friendly,+"
IronBorn,"RPG,Indie,Adventure,Strategy,Casual,RPGMaker,Turn-Based,Story Rich,Female Protagonist,+"
Fort Defense,"Tower Defense,Casual,Strategy,RPG,Indie,Adventure,Pirates,Singleplayer,Arcade,Shooter,Visual Novel,Exploration,2D,Anime,Isometric,Tactical,Female Protagonist,Co-op,Sequel,Remake,+"
Shift,"Indie,Strategy,Puzzle,Anime,Singleplayer,Female Protagonist,Relaxing,+"
SpaceShot,"Action,Indie,Casual,+"
Tomato Jones,"Action,Adventure,Casual,Indie,Puzzle,Platformer,+"
Byte Family,"Indie,Action,Adventure,Casual,+"
Dinosaur Forest,"Indie,Action,Dinosaurs,Multiplayer,+"
Madness,"Action,Adventure,RPG,Casual,Indie,2D,Pixel Graphics,Action-Adventure,2D Platformer,Atmospheric,Linear,Singleplayer,+"
Mostly Scared of Spiders,"Adventure,Indie,Gore,Violent,+"
BLOCKADE 3D,"Free to Play,Shooter,Multiplayer,FPS,Action,Building,Zombies,Early Access,Pixel Graphics,Online Co-Op,Survival,Sandbox,Co-op,3D Vision,Massively Multiplayer,Funny,Adventure,Open World,Casual,Controller,+"
School of Horror,"Horror,FPS,Exploration,Difficult,3D,First-Person,Psychological Horror,Action,Zombies,Mystery,Atmospheric,Adventure,Dark,Singleplayer,Indie,Short,GameMaker,Co-op,+"
KARTOFELKA,"Indie,Violent,+"
Kamikaze Cube,"Adventure,Indie,+"
Monster Slayers,"Roguelike Deckbuilder,Card Battler,Card Game,RPG,Roguelite,Turn-Based,Deckbuilding,Singleplayer,Turn-Based Combat,Strategy,Loot,2D,Roguelike,Turn-Based Strategy,Action,Dungeon Crawler,Fantasy,Class-Based,Indie,Replay Value,+"
Battle Guns Simulator,"Action,Simulation,Arcade,Sandbox,Shooter,Arena Shooter,Bullet Hell,Hero Shooter,Shoot 'Em Up,Violent,Third Person,Atmospheric,Character Customization,Singleplayer,+"
Psi Project,"Action,Indie,Adventure,Simulation,Shooter,Old School,Retro,2.5D,Sci-fi,Horror,FPS,+"
Gun Done,"Casual,Indie,Western,Pixel Graphics,Memes,Arcade,+"
Kiss Effect,"Nudity,Mature,Anime,Space,Sexual Content,NSFW,Puzzle,Cute,Idler,Casual,2D,Space Sim,FMV,Hentai,Hand-drawn,Colorful,Atmospheric,Singleplayer,Logic,Emotional,+"
Uventa,"Indie,Gore,Violent,Horror,First-Person,Action,Atmospheric,Singleplayer,Survival,Walking Simulator,Adventure,Survival Horror,Stealth,Psychological Horror,Difficult,Dark,+"
Survive: The king killer,"Adventure,Action,Indie,RPG,Action RPG,Life Sim,Hack and Slash,3D,Third Person,Survival,Swordplay,Open World,Singleplayer,Strategy,Casual,+"
Computer Physics Simulator 2020,"Exploration,Sandbox,Survival,Physics,3D,First-Person,Open World,Action,Casual,Simulation,Realistic,Adventure,Memes,Singleplayer,Indie,Gore,Third Person,Software,Shooter,Puzzle,+"
IN THE BUILDING: CATS 3,"Side Scroller,Exploration,Trading Card Game,Clicker,Collectathon,Hidden Object,Creature Collector,Puzzle,Education,Point & Click,2D,Casual,Cute,Controller,Minimalist,Family Friendly,Logic,Cats,Singleplayer,Atmospheric,+"
Carlos the Taco,"Adventure,Platformer,2D Platformer,Shoot 'Em Up,Side Scroller,Spectacle fighter,Exploration,Runner,2D,Cute,Cartoony,Hand-drawn,Colorful,Comic Book,Mechs,Funny,Superhero,Comedy,Combat,Story Rich,+"
Mrs.Cat In Mars,"Cats,Mars,Precision Platformer,Short,Souls-like,Aliens,Futuristic,Linear,Stylized,Space,Cute,Action-Adventure,Casual,Singleplayer,2D,Indie,Minigames,Minimalist,+"
Stayhome Simulator,"Casual,Indie,Action,Adventure,Strategy,Simulation,Sports,Memes,Clicker,Politics,Economy,2D,Singleplayer,Horror,Arcade,First-Person,Comedy,Fast-Paced,Cartoony,Stylized,+"
Putinoids VS Navalnyats - Путиноиды Против Навальнят,"Indie,Casual,Action,Adventure,+"
Ghost,"Action,Horror,Psychological Horror,Realistic,Logic,Supernatural,Puzzle,Dark,Exploration,Hidden Object,3D,FMV,Detective,Dynamic Narration,Atmospheric,Investigation,Mystery,Emotional,Cinematic,Story Rich,+"
Spaceguy,"Action,Indie,Retro,2.5D,Shooter,Old School,FPS,+"
AridFortress,"Action,Indie,Casual,Simulation,+"
Click To Sail,"Strategy,Pixel Graphics,Auto Battler,Roguelike,Card Battler,Tactical RPG,Isometric,Fantasy,Pirates,Early Access,Simulation,Indie,Sailing,Automation,Deckbuilding,Singleplayer,+"
CRACKHEAD,"Casual,Indie,Action,Violent,Great Soundtrack,Colorful,Isometric,Arcade,Funny,Sexual Content,+"
Action Alien: Tropical,"Action,Adventure,Indie,Casual,FPS,Aliens,+"
1001 Jigsaw Detective,"Casual,Puzzle,Singleplayer,Adventure,Indie,+"
Magic LightHouse,"Action,Casual,Hero Shooter,Difficult,Arcade,Adventure,Top-Down,Indie,Pixel Graphics,Magic,Physics,Singleplayer,+"
The Survivor,"Adventure,Action,Sandbox,Survival Horror,FPS,First-Person,Survival,Realistic,Zombies,Indie,Early Access,Gore,Violent,Crafting,Open World,Singleplayer,+"
Data Hacker: Initiation,"RPG,Indie,Adventure,RPGMaker,Simulation,Pixel Graphics,JRPG,+"
Bloodbath,"Action,Sports,Fighting,Multiplayer,Beat 'em up,Gore,2D Fighter,3D Fighter,Arcade,Hack and Slash,Spectacle fighter,3D,3D Vision,Split Screen,Rome,Boxing,Martial Arts,Wrestling,Female Protagonist,Combat,+"
Spoils Of War,"Casual,Dungeon Crawler,Creature Collector,Hidden Object,Difficult,Artificial Intelligence,Indie,Singleplayer,+"
Qbik,"Indie,Casual,Adventure,Puzzle,Pixel Graphics,Funny,+"
3D Hardcore Cube,"Action,Indie,Puzzle,Music,Relaxing,Difficult,Singleplayer,Logic,Atmospheric,Fast-Paced,Side Scroller,Casual,+"
Colorgrid,"Casual,Puzzle,Physics,Atmospheric,Simulation,Difficult,Minimalist,Logic,Science,Building,Relaxing,Education,Sci-fi,Space,Futuristic,Robots,Colorful,Stylized,Resource Management,Singleplayer,+"
Puzzle Cube,"Casual,Indie,Puzzle,3D,Relaxing,Singleplayer,Side Scroller,Exploration,Minimalist,Atmospheric,Logic,Physics,+"
Seek Girl,"Sexual Content,Nudity,Mature,Anime,Hentai,Casual,Indie,FPS,NSFW,Action,Singleplayer,Visual Novel,Puzzle,Female Protagonist,Cute,Shooter,Great Soundtrack,2D,Funny,Relaxing,+"
Code Brown,"Hidden Object,Stealth,Arcade,2D,Cute,Parody,Psychological Horror,Funny,Dark Humor,Dark Comedy,Conversation,Puzzle,Simulation,Cartoony,Colorful,Hand-drawn,Score Attack,Psychedelic,Comedy,Adventure,+"
Anime Zodiac,"Sexual Content,Nudity,Mature,Anime,Puzzle,NSFW,Cute,Casual,FMV,Hand-drawn,Idler,2D,Colorful,Nature,Psychological,Relaxing,Singleplayer,Indie,Hentai,+"
Poly Puzzle: Furries,"Puzzle,2D,Side Scroller,Cute,Family Friendly,Singleplayer,Stylized,Tabletop,Relaxing,Indie,Short,Creature Collector,Strategy,Abstract,Old School,Retro,Casual,Atmospheric,Adventure,Replay Value,+"
